"mcs150_date","add_date","status_code","dot_number","dun_bradstreet_no","phy_omc_region","safety_inv_terr","carrier_operation","business_org_id","mcs150_mileage","mcs150_mileage_year","mcs151_mileage","total_cars","mcs150_update_code_id","prior_revoke_flag","prior_revoke_dot_number","phone","fax","cell_phone","company_officer_1","company_officer_2","business_org_desc","truck_units","power_units","bus_units","fleetsize","review_id","recordable_crash_rate","mail_nationality_indicator","phy_nationality_indicator","phy_barrio","mail_barrio","carship","docket1prefix","docket1","docket2prefix","docket2","docket3prefix","docket3","pointnum","total_intrastate_drivers","mcsipstep","mcsipdate","hm_ind","interstate_beyond_100_miles","interstate_within_100_miles","intrastate_beyond_100_miles","intrastate_within_100_miles","total_cdl","total_drivers","avg_drivers_leased_per_month","classdef","legal_name","dba_name","phy_street","phy_city","phy_country","phy_state","phy_zip","phy_cnty","carrier_mailing_street","carrier_mailing_state","carrier_mailing_city","carrier_mailing_country","carrier_mailing_zip","carrier_mailing_cnty","carrier_mailing_und_date","driver_inter_total","email_address","review_type","review_date","safety_rating","safety_rating_date","undeliv_phy","crgo_genfreight","crgo_household","crgo_metalsheet","crgo_motoveh","crgo_drivetow","crgo_logpole","crgo_bldgmat","crgo_mobilehome","crgo_machlrg","crgo_produce","crgo_liqgas","crgo_intermodal","crgo_passengers","crgo_oilfield","crgo_livestock","crgo_grainfeed","crgo_coalcoke","crgo_meat","crgo_garbage","crgo_usmail","crgo_chem","crgo_drybulk","crgo_coldfood","crgo_beverages","crgo_paperprod","crgo_utility","crgo_farmsupp","crgo_construct","crgo_waterwell","crgo_cargoothr","crgo_cargoothr_desc","owntruck","owntract","owntrail","owncoach","ownschool_1_8","ownschool_9_15","ownschool_16","ownbus_16","ownvan_1_8","ownvan_9_15","ownlimo_1_8","ownlimo_9_15","ownlimo_16","trmtruck","trmtract","trmtrail","trmcoach","trmschool_1_8","trmschool_9_15","trmschool_16","trmbus_16","trmvan_1_8","trmvan_9_15","trmlimo_1_8","trmlimo_9_15","trmlimo_16","trptruck","trptract","trptrail","trpcoach","trpschool_1_8","trpschool_9_15","trpschool_16","trpbus_16","trpvan_1_8","trpvan_9_15","trplimo_1_8","trplimo_9_15","trplimo_16","docket1_status_code","docket2_status_code","docket3_status_code"
"20061018 0000","19870707","I","296880",,"01","B",,"3","0",,,,"3",,,"9025432429","9025439120",,"GT KENT","WE SIMMONS","CORPORATION","0","1",,"A",,,,,,,"R",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","LA HAVE EQUIP LTD",,"163 COOK'S LANE","COOKVILLE","CA","NS","B4V 2W1",,"PO BOX 240","NS","BRIDGEWATER","CA","B4V 2W8",,,,"lahave@lahaveequipment.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296881",,"04","I","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","COLLINS TRUCKING INC",,"3539 PATE ROAD","SNELLVILLE","US","GA","30278","135","3539 PATE STREET","GA","SMILLVILLE","US","30278","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296882",,"04","I","A","3","711588","1997","0",,"3",,,"9123828211",,,,,"CORPORATION","5","5","0","C",,,,,,,"C",,,,,,,"S","0",,,"N","5","0","0","0","5","5","0","OTHER-APPLYING FOR MC","BIG G TRUCKING CO INC",,"P O  BOX 1994","TIFTON","US","GA","31793","277","P O BOX 1994","GA","TIFTON","US","31793-1994","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","6",,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296883",,"01","I","A","3","0",,"0",,"3",,,"7053261804",,,,,"CORPORATION","20","20","0","I",,,,,,,"C","MC","164447",,,,,,"0","99","20141103","N","20","0","0","0","0","20","0","AUTHORIZED FOR HIRE","LISKEARD TRANSPORT INC",,"PO BOX 700","ORILLIA","CA","ON","R2R 1T2","000","PO BOX 700","ON","ORILLIA","CA","R2R 1T2","000","20040415",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870707","I","296885",,"08","D","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","JEFFREY L WAYNER & HOWARD ATKINS","HIREVIEW TRUCKING","5262 N  STREET","CASPER","US","WY","82070","001","5262 N  STREET","WY","CASPER","US","82070","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296886","173757709","01","P","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","JVL EXPRESS",,"6903 FRESH POND RD","FLUSHING","US","NY","11385-5242","081","6903 FRESH POND RD","NY","FLUSHING","US","11385-5242","081","20040729",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296887",,"01","I","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","TRANSPORT COMMERCE INC",,"3615 WESTON RD","WESTON","CA","ON","999999","000","3615 WESTON RD","ON","WESTON","CA",,"000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296889",,"01",,"A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","GERALD A SYMONAITIS",,"499 SOUTH MAIN ST","NEW BRITAIN","US","CT","06051","003","499 SOUTH MAIN ST","CT","NEW BRITAIN","US","06051","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20081217 1411","19870707","I","296891","2555266","01","J","A","3","17496","2006",,,"3","N",,"5087615554","5083996077",,"STEVEN HOWITT",,"CORPORATION","3","3","0","B",,,,,,,"C","MC","213589",,,,,,"0","99","20160111","N","0","3","0","0","3","3","0","PRIVATE PROPERTY;AUTHORIZED FOR HIRE","MODERN TRACTOR & TRUCK SERVICE INC",,"400 PINE ST","SEEKONK","US","MA","02771","005","400 PINE ST","MA","SEEKONK","US","02771","005",,,"moderntractor@comcast.net",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GRAVEL,LOAM,AGGRAGATE,CONSTRUCTION EQUIPMENT","2","1","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870707","I","296892","55341325","01","J","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"OTHER-APPLYING FOR MC","ROGER N GAGNON",,"15 MANN ST","BELLINGHAM","US","MA","02019","021","15 MAIN ST","MA","BELLINGHAM","US","02019","021","20050217",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296893",,"01","K","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","DIAMOND LUMBER INC",,"1 AUDUBON RD","WAKEFIELD","US","MA","01880","017","1 AUDUBON RD","MA","WAKEFIELD","US","01880","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296894","21002548","01","K","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"OTHER-APPLYING FOR MC","BOSTON FREIGHT TRANSPORT",,"31 FARGO ST","SOUTH BOSTON","US","MA","02190","025","31 FARGO ST","MA","SOUTH BOSTON","US","02190","025","20030619",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20030530 1502","19870707","I","296895",,"01","B",,"3","0",,,,"1",,,"8006281061","4137337296",,,,"CORPORATION","5","5","0","C",,,,,,,"R",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY;OTHER-LEASING COMPANY","THUNDERBOLT REALTY LTD",,"WILCOX ROAD","CARY PLANTATION","US","ME","04471","003","PO BOX 51002","MA","INDIAN ORCHARD","US","01151","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LEASING COMPANY",,"5","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20230808 1030","19870707","A","296896","54476239","01","N","C","3","30000","2021",,,"1","N",,"2034881430","2034830922","2034156013","JOSEPH C VAIUSO",,"CORPORATION","4","4","0","C",,,,,,,"C",,,,,,,,"0","0","20230808","N","6","6","0","0","0","12","0","PRIVATE PROPERTY","VAIUSO FARMS INC",,"75 HOSLEY AVE","BRANFORD","US","CT","06405","009","75 HOSLEY AVE","CT","BRANFORD","US","06405","009",,"12","joec@vaiusofarms.com",,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,"X",,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296897",,"01","K","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","JOHN GOLLES",,"18 DORIS LANE","WOBURN","US","MA","01801","017","18 DORIS LANE","MA","WOBURN","US","01801","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296898",,"01","1V","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160404","N",,,,,,,,"PRIVATE PROPERTY","JANVS Z PLEWINSKI",,"2 MERRIWOOD LANE","GREEN BROOK","US","NJ","08812","023","2 MERRIWOOD LANE","NJ","GREEN BROOK","US","08812","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296899",,"01",,"A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","SEALY CONNECTICUT FURNITURE",,"460 COE AVE","E  HAVEN","US","CT","06517","009","460 COE AVE","CT","E  HAVEN","US","06517","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20251210 1518","19870707","A","296900","10970986","01","S","A","3","100","2024",,,"3","N",,"2013877700","2013850424","2017720205","ANITA GARVIN","BRIAN WEIS","CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0","0","20101211","N",,"1",,,"1","1","0","PRIVATE PROPERTY","MIKAB CORPORATION",,"21 OMAHA STREET","DUMONT","US","NJ","07628","003","P O BOX 36","NJ","DUMONT","US","07628","003",,"1","anita@mikabcorp.com","C","19910517","S","19910715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20260102 1653","19870707","A","296901",,"05","F","A","1","9000","2026",,,"2","N",,"6087327388",,,"PATRICK J ADAMS",,"INDIVIDUAL","1","1","0","A",,,"U","U",,,"C",,,,,,,,"0",,,"N","1",,,,"1","1","0","PRIVATE PROPERTY","PATRICK JAMES ADAMS",,"205 E BRYAN ST","CUBA CITY","US","WI","53807","043","205 E BRYAN ST","WI","CUBA CITY","US","53807","043",,"1","patj.adams4@gmail.com","S","19930526","C","19930714",,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296902",,"01",,"A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","GESTION DES BERGES INC",,"9 FONTAINE","BEAUPORT","CA","QC","999999","000","9 FONTAINE","QC","BEAUPORT","CA",,"000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296903",,"01","I","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","RONDO SPECIALTY FOODS LTD",,"307 BERING AVE","TORONTO","CA","ON","M8Z 3A5","000","307 BERING AVE","ON","TORONTO","CA","M8Z 3A5","000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","A","296904",,"05","F","C","2","10000","1997","10000",,"3",,,"4146756249","4146750696",,,,"PARTNERSHIP","2","2","0","B",,,,,,,"C",,,,,,,,"3",,,"N","0","0","0","3","3","3","0","PRIVATE PROPERTY","JEFF & SCOTT OPITZ","OPITZ BROTHERS","2314 SHADY LANE","SAUKVILLE","US","WI","53080","089","2314 SHADY LANE","WI","SAUKVILLE","US","53080","089",,"0",,,,,,,,,,,,,,,"X",,,,,,,"X",,,,,,"X",,,,,"X",,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296905",,"01","K","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","MIKE WILKERSON",,"35 PETERBOROUGH STREET","BOSTON","US","MA","02115","025","35 PETERBOROUGH STREET","MA","BOSTON","US","02115","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296906",,"01",,"A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","TUSTIN FUEL CO",,"GRANT AVE","WILLIAMSTOWN","US","NJ","999999","000","PO BOX 365","NJ","WILLIAMSTOWN","US",,"000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","A","296907",,"05","F","C","1","0",,"0",,"3",,,"6087343323",,,,,"INDIVIDUAL","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","LAWRENCE N COLSCH",,"RR 1  BOX 52","FERRYVILLE","US","WI","54628","023","RR 1  BOX 52","WI","FERRYVILLE","US","54628","023",,"1",,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296908",,"01",,"A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","SHELL OIL CO",,"EAGLENEST RD -BOX 4127","BRIDGEPORT","US","CT","999999","000","EAGLENEST RD -BOX 4127","CT","BRIDGEPORT","US",,"000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296909","95285227","05","F","A","3","0",,"35000",,"3",,,"7152359635",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","2","0","0","0","0","2","0","PRIVATE PROPERTY","CEDAR FALLS TRUCK EQUIPMENT INC",,"ROUTE 2  BOX 225","MENOMONIE","US","WI","54751","033","P O  BOX 158","WI","MENOMONIE","US","54751-0158","033","20020918",,,"S","19890425",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUCK EQUIPMENT","1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296910",,"01","M","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","D M HODGSON TRUCKING",,"540 HUNTINGTON AVE","PROVIDENCE","US","RI","02901","007","540 HUNTINGTON AVE","RI","PROVIDENCE","US","02901","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296911","25019217","05","F","A","3","0",,"16000",,"3",,,"4143382371",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20160111","N","1","0","0","0","0","1","0","PRIVATE PROPERTY","ACD INC",,"801 SCHOENHAAR DR","WEST BEND","US","WI","53095-2633","131","P O BOX 121","WI","WEST BEND","US","53095-0121","131","20050112",,,"S","19890522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"METAL STAMPINGS","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296912",,"01",,"A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","MILLERS AUTO TRANSPORT",,"RR 30","MT  HOLLY","US","NJ","08060","005","BOX 3118","NJ","N  PEMBERTON","US","08060","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20010314 0000","19870707","I","296913","14855035","05","F","A","3","20000","2000","28000",,"1",,,"6082546969","6082548588",,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","C & C LIQUIDATORS INC",,"3331 STATE RD 13","WISCONSIN DELLS","US","WI","53965","021","3331 STATE RD 13","WI","WISCONSIN DELLS","US","53965","021",,,,"S","19891019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296914",,"01","Y","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","NANCY HANNAH",,"35 ROYAL ST","AGAWAM","US","MA","01001","013","35 ROYAL ST","MA","AGAWAM","US","01001","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296915",,"01","I","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","SENTROL SYSTEMS INC",,"4401 STEELES AVE  W","NORTH YORK","CA","ON","M3N 2S4","000","4401 STEELES AVE  W","ON","NORTH YORK","CA","M3N 2S4","000","20030716",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296916",,"01","E","A","3","0",,"0",,"3",,,"5144913322",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","KAYPIN STEEL INC",,"NO CONTACT","ST  EUSTACHE","CA","QC","J7R 4K4","000","350 BOUL  ARTHUR SAVVE","QC","ST  EUSTACHE","CA","J7R 4K4","000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2",,,,,,,,,,,,,
"20110721 1315","19870707","I","296917","54722210","05",,,"3","981503","2008",,,"1","N",,"4147442000","4147445369",,"BILL OTIS","PAULO J DELGADO","CORPORATION","0","12",,"F",,,,,,,"R","MC","195949",,,,,,"0",,,"N",,,,,,,,"AUTHORIZED FOR HIRE","PC EXPRESS INC",,"ONE SWEET APPLE-WOOD LANE","CUDAHY","US","WI","53110","079","PO BOX 8905","WI","CUDAHY","US","53110","079",,,"PAULODELGADO@PATRICKCUDAHY.COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870707","I","296918",,"05","F","A","2","0",,"0",,"3",,,"4146882690",,,,,"PARTNERSHIP","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","WILLIAM POLLACK",,"ROUTE 1","VAN DYNE","US","WI","54979","039","ROUTE 1","WI","VAN DYNE","US","54979","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20010907 0000","19870707","I","296919","177859949","04","H","A","3","0",,"1690000",,"2",,,"6019328510","6019325949",,,,"CORPORATION","34","34","0","L",,,,,,,"C","MC","1585",,,,,,"3",,,"N","31","0","1","2","34","34","0","OTHER-UNKNOWN","J T J TRUCKILNG INC",,"110 MIDCO RD","PEARL","US","MS","39208-5505","121","PO BOX   547","MS","CANTON","US","39046-0547","121",,,,"C","19940216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CAR BATTERIES",,"14","2",,,,,,,,,,,,"4","60",,,,,,,,,,,,"16",,,,,,,,,,,,"A",,
,"19870707","I","296920",,"04","F","A","3","0",,"0",,"3",,,"8036253601",,,,,"CORPORATION","11","11","0","E",,,,,,,"C","MC","175610",,,,,,"0",,,"N",,,,,,,,"OTHER-UNKNOWN","BOSTICK TRANSPORTATION CO INC",,"HIGHWAY 321 SOUTH","ESTILL","US","SC","29918","049","P O  BOX 726","SC","ESTILL","US","29918","049",,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870707","I","296921",,"05","F","A","3","0",,"0",,"3",,,"7157359792",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","EXEMPT FOR HIRE","MICHAEL D HENRY",,"1452 MYRTLE ST","MARINETTE","US","WI","54143","075","1452 MYRTLE ST","WI","MARINETTE","US","54143","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296922",,"04","H","A","3","0",,"0",,"3",,,"6014425480",,,,,"CORPORATION","5","5","0","C",,,,,,,"C",,,,,,,,"0",,,"N","3","0","0","0","0","3","0","PRIVATE PROPERTY","AMERICAN NATURAL CRUDE OIL ACQUISTION INC",,"174 HWY 61 S","NATCHEZ","US","MS","39120","001","PO BOX 931","MS","NATCHEZ","US","39120-5279","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180213 0919","19870707","I","296923","23196462","05","F","A","3","15000","2012",,,"1",,,"7158228459","7158222050",,"MICHAEL KNUTSON",,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0","99","20201102","N","0","1","0","0","0","1","0","PRIVATE PROPERTY","CUMBERLAND IMPLEMENT AND HARDWARE INC","CUMBERLAND ACE HARDWARE AND LUMBER","2421 SUPERIOR AVE","CUMBERLAND","US","WI","54829","005","2421 SUPERIOR AVE","WI","CUMBERLAND","US","54829","005",,,"cumberlandhardware@gmail.com","S","19890816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296924",,"01","AA","A","3","0",,"0",,"3",,,"2126633024",,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","BOYCE 922 INC",,"84 INDIA ST","BROOKLAND","US","NY","11222","061","84 INDIA ST","NY","BROOKLAND","US","11222","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296925","41022872","04","H","A","1","0",,"0",,"3",,,"6013283641",,,,,"INDIVIDUAL","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","FARMERS SUPPLY STORE",,"2102 HWY 82 E","COLUMBUS","US","MS","39701","087","P O BOX 2192","MS","COLUMBUS","US","39704-2192","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870707","I","296926",,"05","F","A","3","0",,"0",,"3",,,"7153866264",,,,,"CORPORATION","16","16","0","G",,,,,,,"C",,,,,,,"S","0",,,"N","16","0","0","0","0","16","0","OTHER-APPLYING FOR MC","BUESING BULK TRANSPORT INC",,"UNKNOWN","HUDSON","US","WI","54016","109","619 2ND ST","WI","HUDSON","US","54016","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,,,"14","8",,,,,,,,,,,,"2","2",,,,,,,,,,,,,
"20040708 1049","19870707","I","296927",,"03","S","A","3","0",,,,"3",,,"2156272514",,,"ADAM RICHMAN",,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20160111","N",,"1",,,,"1","0","PRIVATE PROPERTY","KARLS FURNITURE INC",,"724 CHESTNUT STREET","PHILADELPHIA","US","PA","19148","101","724 CHESTNUT STREET","PA","PHILADELPHIA","US","19148","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
